header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kortelandstraat 12,7511 RW Enschede        ,https://www.funda.nl/en/koop/enschede/appartement-88027124-kortelandstraat-12/?navigateSource=resultlist,20220128_014800,"€ 360,000 kosten koper","€ 3,956    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2001,Living area91 m²Exterior space attached to the building43 m²External storage space6 m²,91 m²,43 m²,6 m²,275 m³,3 rooms (2 bedrooms),1 story,1st floor,B        What does this mean?,Full ownership,Yes,Yes,Yes,Yes,Yes,Yes,no
