header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Area,Ownership situation,Balcony/roof garden,error
Gortestraat 82,2311 NM Leiden        ,https://www.funda.nl/en/koop/leiden/huis-42536700-gortestraat-82/?navigateSource=resultlist,20220129_034651,"€ 375,000 kosten koper","€ 4,076    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1750,Gable roof covered with roof tiles,Living area92 m²Exterior space attached to the building14 m²,92 m²,14 m²,36 m²,393 m³,4 rooms (3 bedrooms),1 bathroom,Bath and toilet,3 stories,Passive ventilation system and TV via cable,F        What does this mean?,Gas heaters,36 m²,Full ownership,Roof terrace present,no
