header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Thomas Prinslaan 89,1035 SK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42687561-thomas-prinslaan-89/?navigateSource=resultlist,20220130_210533,"€ 450,000 kosten koper","€ 4,688    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1990,With carpets and curtains,Flat roof covered with asphalt roofing,Living area96 m²Other space inside the building7 m²,96 m²,7 m²,113 m²,365 m³,4 rooms,1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,Mechanical ventilation and TV via cable,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Combination boiler from 2012, in ownership",113 m²,Ownership encumbered with long-term leaset (end date of long-term lease:  29-02-2040),Paid until 29-02-2040,Alongside a quiet road and in residential district,Back garden,Attached brick storage,Parking on private property and public parking,no
