header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Location,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Schulpenpad 4,4551 EG Sas van Gent        ,https://www.funda.nl/en/koop/sas-van-gent/huis-41197253-schulpenpad-4/?navigateSource=resultlist,20220128_061250,"€ 175,000 kosten koper","€ 1,699    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 180,000 kosten koper",6+ months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1955,Furnished and renovation project,Mansard roof covered with roof tiles,Living area103 m²External storage space28 m²,103 m²,28 m²,121 m²,413 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower and toilet,2 stories,Passive ventilation system and rolldown shutters,G        What does this mean?,Roof insulation and mostly double glazed,Electric heating and gas heaters,Gas water heater,121 m²,Full ownership,Location,"14 m² (4,04 meter deep and 3,39 meter broad)",Located at the west accessible via the rear,Attached brick garage,1 car,Electricity and running water,Public parking,no
