header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Paul Krugerstraat 67,2987 BR Ridderkerk        ,https://www.funda.nl/en/koop/ridderkerk/huis-88910092-paul-krugerstraat-67/?navigateSource=resultlist,20220128_032433,"€ 289,500 kosten koper","€ 4,386    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1930,Gable roof covered with roof tiles,Living area66 m²,66 m²,204 m²,240 m³,3 rooms (2 bedrooms),2 stories,G        What does this mean?,"Double glazing, energy efficient window, insulated walls and floor insulation",CH boiler,CH boiler,Gas-fired combination boiler from 2010,204 m²,Ownership encumbered with long-term leaset,"Back garden, front garden and side garden",Detached brick storage,Parking on private property and public parking,no
