header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Location.1,Garden location,Shed / storage,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Rijnlandstraat (Bouwnr. 66),2265 VV Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-42686977-rijnlandstraat-bouwnr-66/?navigateSource=resultlist,20220129_050911,"€ 475,000 vrij op naam","€ 4,847    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,Maisonnette (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area98 m²External storage space5 m²,98 m²,5 m²,255 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,"Electric heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating,In center and in residential district,Location,35 m² (7 meter deep and 5 meter broad),Located at the northeast accessible via the rear,Built-in,Built-in and parking place,1 car,Electrical door,Parking garage,no
