header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Generaal de Gaullelaan 1,5623 KS Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42677082-generaal-de-gaullelaan-1/?navigateSource=resultlist,20220201_004209,"€ 550,000 kosten koper","€ 2,632    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (209 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Bungalow, semi-detached residential property",Resale property,1990,Gable roof covered with roof tiles,Living area209 m²,209 m²,259 m²,695 m³,6 rooms (3 bedrooms),3 bathrooms and 1 separate toilet,"Sauna, bath, shower and 2 toilets",2 stories,"Alarm installation, optical fibre and sauna",C        What does this mean?,Completely insulated,CH boiler and partial floor heating,CH boiler,Vaillant (2002),259 m²,Full ownership,Back garden,25 m² (5 meter deep and 5 meter broad),Located at the west accessible via the rear,Public parking,no
