header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of parking facilities,error
Lange Smeestraat 35 35 BS,3511 PT Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42510808-lange-smeestraat-35-35-bs/?navigateSource=resultlist,20220131_163217,"€ 989,000 kosten koper","€ 4,872    The asking price per m² (€ 989,000) is calculated by dividing the asking price of the home by the living area (203 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,1860,Flat roof covered with asphalt roofing,Living area203 m²,203 m²,92 m²,712 m³,9 rooms (6 bedrooms),3 bathrooms and 1 separate toilet,"Bath, 3 showers and 3 toilets",3 stories,C        What does this mean?,Partly double glazed and insulated walls,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",92 m²,Full ownership,In center,Sun terrace,"10 m² (3,39 meter deep and 3,03 meter broad)",Located at the southeast,Paid parking,no
