header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Neteltuin 12,4824 PG Breda        ,https://www.funda.nl/en/koop/breda/huis-88024763-neteltuin-12/?navigateSource=resultlist,20220130_140812,"€ 299,000 kosten koper","€ 3,560    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1981,Combination roof,Living area84 m²External storage space6 m²,84 m²,6 m²,130 m²,302 m³,4 rooms (3 bedrooms),2 stories,C        What does this mean?,"Roof insulation, double glazing and insulated walls",District heating,130 m²,Full ownership,"Alongside a quiet road, sheltered location and unobstructed surrounding view",Back garden and front garden,80 m² (1 meter deep and 80 meter broad),Located at the northwest accessible via the rear,no
