header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
van der Fuyckstraat 88,3232 AR Brielle        ,https://www.funda.nl/en/koop/brielle/huis-42672041-van-der-fuyckstraat-88/?navigateSource=resultlist,20220129_195150,"€ 235,000 kosten koper","€ 3,176    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1961,Gable roof covered with roof tiles,Living area74 m²External storage space6 m²,74 m²,6 m²,131 m²,298 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,TV via cable,D        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler, in ownership)",131 m²,Full ownership,Sheltered location and in residential district,Back garden and front garden,"66 m² (12 meter deep and 5,5 meter broad)",Located at the northwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
