header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Kind of house,Area,Number of rooms,Volume in cubic meters,Provisional energy label,Building type,Construction period,error
Graaf van Kesselstraat 34,5991 CD Baarlo (LI)        ,https://www.funda.nl/en/koop/baarlo-li/huis-88910267-graaf-van-kesselstraat-34/?navigateSource=resultlist,20220129_062524,"€ 549,000 kosten koper","€ 3,475    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (158 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,"Villa, detached residential property",158 m² residential surface area / 695 m² plot surface area,6 rooms (4 bedrooms),630 m³,C        What does this mean?,Resale property,1971-1980,no
