header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Maarsbergenstraat 326,2546 SW Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42677672-maarsbergenstraat-326/?navigateSource=resultlist,20220131_202507,"€ 249,500 kosten koper","€ 2,970    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 50.00 per month,Apartment with shared street entrance (apartment with open entrance to street),Resale property,1939,Flat roof covered with asphalt roofing,Living area84 m²,84 m²,225 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,3rd floor,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Bosch VR (gas-fired combination boiler from 2006, in ownership)",Full ownership,Alongside a quiet road and in residential district,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 50.00 per month),Yes,No,Yes,no
