header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Type of garage,Capacity,Insulation.1,Type of parking facilities,error
Vrijstaande woningen (Bouwnr. 1),3281 MA Numansdorp        ,https://www.funda.nl/en/koop/numansdorp/huis-42684295-vrijstaande-woningen-bouwnr-1/?navigateSource=resultlist,20220129_001027,"€ 847,000 vrij op naam","€ 4,214    The asking price per m² (€ 847,000) is calculated by dividing the asking price of the home by the living area (201 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, detached residential property",New property,2022,Gable roof covered with roof tiles,Politiekeurmerk and woningborg garantiecertificaat,Living area201 m²External storage space20 m²,201 m²,20 m²,600 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,Geothermal heating,Geothermal heating,"Alongside a quiet road, alongside water and in residential district","Back garden, front garden and side garden",Attached brick garage,1 car,No insulation,Parking on private property,no
