header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gerard Doustraat 84 -3,1072 VW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42520982-gerard-doustraat-84-3/?navigateSource=resultlist,20220127_214205,"€ 525,000 kosten koper","€ 9,052    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 151 per month,2 months,Under offer,Available in consultation,Upstairs apartment,Resale property,1891,Living area58 m²Exterior space attached to the building5 m²,58 m²,5 m²,185 m³,3 rooms (2 bedrooms),1 bathroom,Shower,1 story,3rd floor,G        What does this mean?,Double glazing,CH boiler,Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,No,Yes,Yes,Yes,no
