header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwezijds Voorburgwal 289 + 291,1012 RL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42587670-nieuwezijds-voorburgwal-289-291/?navigateSource=resultlist,20220129_090245,"€ 1,850,000 kosten koper","€ 6,955    The asking price per m² (€ 1,850,000) is calculated by dividing the asking price of the home by the living area (266 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Ground-floor + upstairs apartment (apartment),Resale property,Before 1906,Living area266 m²Other space inside the building44 m²,266 m²,44 m²,850 m³,12 rooms (8 bedrooms),1 bathroom and 1 separate toilet,Shower,6 stories,Ground floor,Not available,CH boiler,CH boiler,Full ownership,Full ownership,In center,No,No,No,No,No,No,no
