header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Berlagelaan 213,1222 JT Hilversum        ,https://www.funda.nl/en/koop/hilversum/appartement-88965865-berlagelaan-213/?navigateSource=resultlist,20220128_141010,"€ 335,000 kosten koper","€ 3,350    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1954,Gable roof covered with roof tiles,Living area100 m²Exterior space attached to the building3 m²External storage space8 m²,100 m²,3 m²,8 m²,350 m³,5 rooms (4 bedrooms),2 stories,3rd floor,E        What does this mean?,Full ownership,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
