header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Kersenbogerd 13,5328 GW Rossum (GE)        ,https://www.funda.nl/en/koop/rossum-ge/huis-42539114-kersenbogerd-13/?navigateSource=resultlist,20220129_012116,"€ 419,000 kosten koper","€ 3,551    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 419,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available in consultation,"Single-family home, double house",Resale property,2009,Gable roof covered with roof tiles,Living area118 m²Other space inside the building9 m²External storage space4 m²,118 m²,9 m²,4 m²,325 m²,450 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Solar panels,A        What does this mean?,CH boiler,CH boiler,Gas-fired combination boiler,325 m²,Full ownership,Back garden,150 m² (15 meter deep and 10 meter broad),Located at the northeast,Detached wooden storage,Parking on private property,no
