header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Franciscanerstraat 1 A,6462 CL Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/appartement-88027339-franciscanerstraat-1-a/?navigateSource=resultlist,20220129_042713,"€ 150,000 kosten koper","€ 1,744    The asking price per m² (€ 150,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,€ 78.90 per month,Apartment with shared street entrance (apartment),Resale property,1973,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area86 m²Exterior space attached to the building12 m²,86 m²,12 m²,240 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,1st floor,Mechanical ventilation and sliding door,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Bosch HRC (gas-fired combination boiler from 2007, in ownership)",In center,Attached brick storage,Public parking,No,No,No,No,No,No,no
