header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Insulation.1,Type of parking facilities,error
Boelekade 193,2806 AH Gouda        ,https://www.funda.nl/en/koop/gouda/huis-42650660-boelekade-193/?navigateSource=resultlist,20220129_101225,"€ 230,000 kosten koper","€ 3,651    The asking price per m² (€ 230,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1920,Gable roof covered with roof tiles,Living area63 m²External storage space12 m²,63 m²,12 m²,101 m²,233 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,2 stories,Optical fibre and TV via cable,G        What does this mean?,Roof insulation and partly double glazed,Gas heaters,Electrical boiler,101 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"54 m² (17,5 meter deep and 3,1 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,No insulation,Resident's parking permits,no
