header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Shed / storage,Type of parking facilities,error
Loenensestraat 209,2574 RM Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88988764-loenensestraat-209/?navigateSource=resultlist,20220131_200055,"€ 349,500 kosten koper","€ 2,987    The asking price per m² (€ 349,500) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1929,Hipped roof covered with roof tiles,Energie Prestatie Advies,Living area117 m²,117 m²,103 m²,338 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,F        What does this mean?,Double glazing,CH boiler and gas heater,CH boiler,"Remeha (gas-fired combination boiler from 2015, in ownership)",103 m²,Long-term lease,Bought off for eternity,Back garden and front garden,Attached wooden storage,Paid parking and resident's parking permits,no
