header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,error
Hoekwoning (Bouwnr. 8),5591 HX Heeze        ,https://www.funda.nl/en/koop/heeze/huis-42672742-hoekwoning-bouwnr-8/?navigateSource=resultlist,20220129_170217,"€ 275,000 vrij op naam","€ 2,477    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",New property,2022,Gable roof covered with roof tiles,Living area111 m²,111 m²,144 m²,430 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Balanced ventilation system, optical fibre, passive ventilation system and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",144 m² (part of parcel),Full ownership,In residential district,"Back garden, front garden and side garden",French balcony present,Detached wooden storage,no
