header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Onderstestraat 10,6301 KB Valkenburg (LI)        ,https://www.funda.nl/en/koop/valkenburg-li/huis-88025502-onderstestraat-10/?navigateSource=resultlist,20220129_065356,"€ 219,000 kosten koper","€ 3,982    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1854,Accessible for seniors,Gable roof,Energie Prestatie Advies,Living area55 m²,55 m²,127 m²,148 m³,3 rooms (2 bedrooms),1 story,Passive ventilation system,F        What does this mean?,CH boiler,CH boiler,"Intergas hre (gas-fired combination boiler from 2020, in ownership)",127 m²,Full ownership,Alongside a quiet road,Back garden,Attached brick storage,Public parking,no
