header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Shed / storage,Type of parking facilities,error
Nieuwe Looiersstraat 112,1017 VE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42448431-nieuwe-looiersstraat-112/?navigateSource=resultlist,20220130_233940,"€ 695,000 kosten koper","€ 9,026    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,Before 1906,Gable roof covered with roof tiles,Living area77 m²External storage space4 m²,77 m²,4 m²,38 m²,285 m³,6 rooms (5 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",4 stories,F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",38 m²,Full ownership,Alongside a quiet road and in center,Detached wooden storage,Paid parking and resident's parking permits,no
