header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Bonipad 11,3084 BT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42676952-bonipad-11/?navigateSource=resultlist,20220128_023303,"€ 585,000 kosten koper","€ 3,656    The asking price per m² (€ 585,000) is calculated by dividing the asking price of the home by the living area (160 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2021,Flat roof covered with asphalt roofing,Living area160 m²External storage space6 m²,160 m²,6 m²,120 m²,559 m³,8 rooms (7 bedrooms),1 bathroom,3 stories,"Mechanical ventilation, sliding door and solar panels",A+++        What does this mean?,Energy efficient window,District heating,District heating,120 m²,Full ownership,"Alongside park, In wooded surroundings, in residential district and unobstructed surrounding view",Back garden and front garden,36 m² (6 meter deep and 6 meter broad),Located at the southeast accessible via the rear,Detached wooden storage,Parking on gated property,no
