header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Area,Ownership situation,Garden,error
Lindenlaan 6,6301 HB Valkenburg (LI)        ,https://www.funda.nl/en/koop/valkenburg-li/huis-88904279-lindenlaan-6/?navigateSource=resultlist,20220130_125621,"€ 339,000 kosten koper","€ 3,082    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1913,Living area110 m²Other space inside the building23 m²Exterior space attached to the building47 m²,110 m²,23 m²,47 m²,147 m²,800 m³,6 rooms (3 bedrooms),3 stories,G        What does this mean?,CH boiler,147 m²,Full ownership,Sun terrace,no
