header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Hilsestraat 150,5171 AG Kaatsheuvel        ,https://www.funda.nl/en/koop/kaatsheuvel/huis-88906952-hilsestraat-150/?navigateSource=resultlist,20220129_103159,"€ 299,500 kosten koper","€ 3,698    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",7 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1938,Gable roof covered with roof tiles,Living area81 m²Other space inside the building8 m²,81 m²,8 m²,192 m²,283 m³,3 rooms (2 bedrooms),1 bathroom and 2 separate toilets,2 stories,Passive ventilation system and TV via cable,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2009, in ownership)",192 m²,Full ownership,Back garden,120 m² (20 meter deep and 6 meter broad),Located at the south accessible via the rear,Public parking,no
