header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Transvaalkade 50,1092 JP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42539582-transvaalkade-50/?navigateSource=resultlist,20220130_205222,"€ 1,600,000 kosten koper","€ 7,477    The asking price per m² (€ 1,600,000) is calculated by dividing the asking price of the home by the living area (214 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,Before 1906,Living area214 m²,214 m²,121 m²,696 m³,6 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 baths and 2 toilets,4 stories,TV via cable,Not available,Roof insulation,121 m²,Full ownership,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Back garden,"63 m² (11,41 meter deep and 5,51 meter broad)",Located at the northwest,Paid parking and public parking,no
