header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Ownership situation,error
Kuipersstraat,1073 ER Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41678371-kuipersstraat/?navigateSource=resultlist,20220130_203631,"€ 58,000 kosten koper",6+ months,Available,Available immediately,Underground parking,Resale property,Electricity,1,Full ownership,no
