header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Facilities,Type of parking facilities,error
Oude Bocht 30,3752 DH Bunschoten-Spakenburg        ,https://www.funda.nl/en/koop/bunschoten-spakenburg/huis-88043055-oude-bocht-30/?navigateSource=resultlist,20220129_040211,"€ 350,000 kosten koper","€ 3,241    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available immediately,"Single-family home, row house",Resale property,1969,Gable roof covered with roof tiles,Living area108 m²Exterior space attached to the building1 m²External storage space15 m²,108 m²,1 m²,15 m²,160 m²,366 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,Nefit (gas-fired combination boiler),160 m²,Full ownership,Back garden,Detached brick storage,Electricity and running water,Public parking,no
