header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
François Maelsonstraat 56,2582 KD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42678160-francois-maelsonstraat-56/?navigateSource=resultlist,20220128_045515,"€ 229,000 kosten koper","€ 4,321    The asking price per m² (€ 229,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 40.00 per month,Mezzanine (apartment),Resale property,1924,Flat roof,Living area53 m²,53 m²,175 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Hipbath and shower,3 stories,2nd floor,Passive ventilation system and TV via cable,D        What does this mean?,Double glazing and energy efficient window,Gas heaters,Gas water heater,Full ownership,In residential district,Public parking,Yes,Yes,Yes (€ 40.00 per month),Yes,No,Yes,no
