header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Krabbendijkestraat 382,3086 LZ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42538615-krabbendijkestraat-382/?navigateSource=resultlist,20220126_171714,"€ 199,000 kosten koper","€ 3,210    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 145.00 per month,Galleried apartment (apartment),Resale property,1958,Flat roof covered with asphalt roofing,Living area62 m²External storage space10 m²,62 m²,10 m²,200 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,Rolldown shutters and TV via cable,G        What does this mean?,Gas heaters,Electrical boiler (rental),Full ownership,Full ownership,In residential district,Built-in,Public parking,Yes,Yes,Yes (€ 145.00 per month),Yes,Yes,Yes,no
