header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Zilverberg 33,2716 LZ Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42678163-zilverberg-33/?navigateSource=resultlist,20220128_021707,"€ 345,000 kosten koper","€ 2,974    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house (split-level residence)",Resale property,1975,Flat roof covered with asphalt roofing,Living area116 m²External storage space5 m²,116 m²,5 m²,390 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Energy efficient window,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler from 2005, in ownership)",Full ownership,"Alongside a quiet road, In wooded surroundings and in residential district",Back garden,"74 m² (13 meter deep and 5,73 meter broad)",Located at the west,Attached brick storage,"Electricity, heating and running water",Public parking,no
