header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Shed / storage,Facilities.1,Type of garage,Capacity,Facilities.2,error
Appartement (Bouwnr. 2),9611 AR Sappemeer        ,https://www.funda.nl/en/koop/sappemeer/appartement-42687638-appartement-bouwnr-2/?navigateSource=resultlist,20220128_064254,"€ 399,500 vrij op naam","€ 3,632    The asking price per m² (€ 399,500) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,After 2020,Flat roof covered with asphalt roofing,Living area110 m²Other space inside the building22 m²Exterior space attached to the building6 m²,110 m²,22 m²,6 m²,425 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,1st floor,"Elevator, mechanical ventilation and solar panels",A        What does this mean?,Completely insulated,Complete floor heating,In center,Built-in,Electricity,Built-in,1 car,Electricity,no
