header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Brouwersplein 26 rood,2013 PG Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42546074-brouwersplein-26-rood/?navigateSource=resultlist,20220129_163917,"€ 350,000 kosten koper","€ 3,182    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1910,Gable roof covered with roof tiles,Living area110 m²Exterior space attached to the building3 m²,110 m²,3 m²,388 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories,1st floor,G        What does this mean?,Gas heaters,Gas water heater,Full ownership,Balcony present,Resident's parking permits,No,No,No,No,No,No,no
