header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
President Kennedylaan 4 H,1079 NB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88985599-president-kennedylaan-4-h/?navigateSource=resultlist,20220127_214156,"€ 575,000 kosten koper","€ 7,877    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,€ 67.00 per month,Ground-floor apartment (apartment),Resale property,1940,With carpets and curtains,Living area73 m²External storage space3 m²,73 m²,3 m²,272 m³,3 rooms (2 bedrooms),1 story,Ground floor,TV via cable,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal long-term lease,€ 1.122 per year,Yes,Yes,Yes (€ 67.00 per month),Yes,Yes,Yes,no
