header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Voorstraat 16,2315 JG Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88026525-voorstraat-16/?navigateSource=resultlist,20220129_065307,"€ 289,000 kosten koper","€ 3,753    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1925,Gable roof covered with roof tiles,Living area77 m²Other space inside the building3 m²External storage space10 m²,77 m²,3 m²,10 m²,100 m²,282 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories and a attic,F        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired combination boiler,100 m²,Full ownership,In residential district,Back garden,36 m² (12 meter deep and 3 meter broad),Located at the east accessible via the rear,Detached brick storage,Electricity,Paid parking,no
