header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Helfrichstraat 1 L,7311 JB Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-88030987-helfrichstraat-1-l/?navigateSource=resultlist,20220129_034928,"€ 249,500 kosten koper","€ 4,455    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 82.51 per month,Ground-floor apartment (apartment),Resale property,1978,Living area56 m²,56 m²,168 m³,2 rooms (1 bedroom),1 separate toilet,1 story,Ground floor,Not available,Alongside park,Back garden,"Paid parking, parking on gated property, parking on private property, public parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 82.51 per month),No,Yes,Yes,no
