header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,error
Händelsingel 15 C,3752 HL Bunschoten-Spakenburg        ,https://www.funda.nl/en/koop/bunschoten-spakenburg/huis-88908551-handelsingel-15-c/?navigateSource=resultlist,20220129_161806,"€ 415,000 kosten koper","€ 4,029    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1995,Living area103 m²Other space inside the building17 m²,103 m²,17 m²,129 m²,425 m³,3 rooms (2 bedrooms),2 stories,B        What does this mean?,129 m²,Full ownership,no
