header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
D1B (Bouwnr. 25),2587 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050749-d1b-bouwnr-25/?navigateSource=resultlist,20220131_194615,"€ 448,000 vrij op naam","€ 8,784    The asking price per m² (€ 448,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Woningborg garantiecertificaat,Living area51 m²,51 m²,150 m³,2 rooms (1 bedroom),1 story,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In wooded surroundings and in residential district,Balcony present,Parking place,Parking on private property,no
