header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Balcony/roof garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Willemstraat 45,3511 RH Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42537634-willemstraat-45/?navigateSource=resultlist,20220128_024013,"€ 465,000 kosten koper","€ 5,225    The asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1920,Renovation project,Combination roof covered with roof tiles,Living area89 m²Exterior space attached to the building15 m²,89 m²,15 m²,43 m²,270 m³,4 rooms (2 bedrooms),1 bathroom,Bath and toilet,3 stories and a loft,G        What does this mean?,Partly double glazed,No heating,Electrical boiler (rental),43 m²,Full ownership,In center,Roof terrace present,Built-in,1 car,"Electricity, heating and running water",Paid parking,no
