header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Simon Stevinstraat 8,3514 XC Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42685065-simon-stevinstraat-8/?navigateSource=resultlist,20220131_160311,"€ 649,000 kosten koper","€ 6,832    The asking price per m² (€ 649,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1913,Living area95 m²,95 m²,83 m²,357 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,E        What does this mean?,"Roof insulation, partly double glazed and floor insulation",CH boiler and partial floor heating,CH boiler,"Nefit (gas-fired combination boiler, in ownership)",83 m²,Full ownership,In residential district,Back garden,"Paid parking, public parking and resident's parking permits",no
