header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Marco Pololaan 116,3526 GL Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42670923-marco-pololaan-116/?navigateSource=resultlist,20220131_160138,"€ 335,000 kosten koper","€ 3,454    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1964,Flat roof covered with asphalt roofing,Living area97 m²Exterior space attached to the building2 m²External storage space9 m²,97 m²,2 m²,9 m²,154 m²,328 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,2 stories,Alarm installation,E        What does this mean?,Double glazing and mostly double glazed,CH boiler,Gas water heater,"2010, in ownership",154 m²,Full ownership,In residential district,Back garden and front garden,"52 m² (8,7 meter deep and 6 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,Electricity,Public parking,no
