header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Cargadoorskade 77,3071 AW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88907454-cargadoorskade-77/?navigateSource=resultlist,20220126_010742,"€ 385,000 kosten koper","€ 3,929    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,€ 262.20 per month,Apartment with shared street entrance,Resale property,1996,Living area98 m²External storage space4 m²,98 m²,4 m²,265 m³,3 rooms (2 bedrooms),1 bathroom,Bath and shower,1 story,8th floor,Elevator and mechanical ventilation,C        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",Municipal ownership encumbered with long-term leaset,Paid until 08-02-2044,Built-in,Underground parking,Parking garage,Yes,Yes,Yes (€ 262.20 per month),Yes,Yes,Yes,no
