header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Location,error
Crumpsestraat 12 a,6566 CV Millingen aan de Rijn        ,https://www.funda.nl/en/koop/millingen-aan-de-rijn/bouwgrond-40915311-crumpsestraat-12-a/?navigateSource=resultlist,20220128_070535,"€ 135,000 kosten koper","€ 150,000 kosten koper",6+ months,Available,Available in consultation,Building plot,420 m²,420 m² (part of parcel),In residential district,no
