header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Specific,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Shed / storage,Facilities,Insulation,Type of garage,Capacity,Facilities.1,error
Kleine Beekstraat 5,5845 AE Sint Anthonis        ,https://www.funda.nl/en/koop/sint-anthonis/huis-88012556-kleine-beekstraat-5/?navigateSource=resultlist,20220127_234320,"€ 250,000 kosten koper","€ 2,632    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1960-1970,Renovation project,Living area95 m²Other space inside the building13 m²External storage space29 m²,95 m²,13 m²,29 m²,307 m²,380 m³,5 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories,F        What does this mean?,CH boiler,CH boiler,"Vaillant (2004, in ownership)",307 m²,Full ownership,Alongside a quiet road and in center,Attached brick storage,Running water,No insulation,Detached brick garage,1 car,Electricity and running water,no
