header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,error
Leeuwendalersweg,1061 BD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42665517-leeuwendalersweg/?navigateSource=resultlist,20220130_223253,"€ 12,000 vrij op naam",€ 11 per month,5 weeks,Available,Available immediately,Parking place,New property,1,Long-term lease,no
