header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Korte Geuzenstraat 700 727,1056 KZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88041610-korte-geuzenstraat-700-727/?navigateSource=resultlist,20220130_235335,"€ 100,000 kosten koper","€ 9,091    The asking price per m² (€ 100,000) is calculated by dividing the asking price of the home by the living area (11 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 173 per month,"January 20, 2022",Available,Available immediately,Student room (apartment),Resale property,1942,Furnished and with carpets and curtains,Flat roof covered with asphalt roofing,Living area11 m²,11 m²,27 m³,1 room (1 bedroom),1 story,7th floor,Elevator and passive ventilation system,Not available,Roof insulation and double glazing,Communal central heating,Central facility,Municipal long-term lease (end date of long-term lease:  30-04-2041),Paid until 30-04-2041,"Alongside a quiet road, in residential district and unobstructed surrounding view","Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
