header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Frank Martinus Arionstraat (Bouwnr. Hoekapp 2e),1087 VS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41378647-frank-martinus-arionstraat-bouwnr-hoekapp-2e/?navigateSource=resultlist,20220130_160144,"€ 535,800 vrij op naam","€ 4,916    The asking price per m² (€ 535,800) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2021,Flat roof,Living area109 m²,109 m²,327 m³,3 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",1 story,3rd floor,Elevator and solar panels,A        What does this mean?,Complete floor heating,Alongside park and in residential district,Balcony present,Parking place,Parking garage,no
