header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Hollewal 36,1791 GH Den Burg        ,https://www.funda.nl/en/koop/den-burg/huis-42439340-hollewal-36/?navigateSource=resultlist,20220130_135012,"€ 649,000 kosten koper","€ 2,785    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 649,000) is calculated by dividing the asking price of the home by the living area (233 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,2009,Mansard roof covered with roof tiles,Living area233 m²,233 m²,525 m²,810 m³,7 rooms (4 bedrooms),1 separate toilet,2 stories and a loft,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"Atag (gas-fired combination boiler, in ownership)",525 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,260 m² (20 meter deep and 13 meter broad),Located at the northwest,Parking on private property,no
