header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sweelinckplein 50,2517 GP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88031957-sweelinckplein-50/?navigateSource=resultlist,20220131_195105,"€ 425,000 kosten koper","€ 5,120    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 87.00 per month,Upstairs apartment (bel-etage (main floor)),Resale property,1895,"Protected townscape or village view (permit needed for alterations), with carpets and curtains and listed building (national monument)",Flat roof covered with asphalt roofing,Living area83 m²,83 m²,326 m³,3 rooms (1 bedroom),1 story,1st floor,Not required,Double glazing,CH boiler,CH boiler,"Electrical combination boiler, in ownership",Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 87.00 per month),Yes,Yes,Yes,no
