header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Hot water,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wenslauerstraat 120,1053 BB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42581731-wenslauerstraat-120/?navigateSource=resultlist,20220130_210201,"€ 525,000 kosten koper","€ 7,955    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 163 per month,3 months,Under offer,Available in consultation,€ 163.00 per month,Upstairs apartment (apartment),Resale property,1986,Living area66 m²Exterior space attached to the building4 m²External storage space5 m²,66 m²,4 m²,5 m²,208 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,C        What does this mean?,CH boiler,Municipal long-term lease (end date of long-term lease:  31-01-2038),Paid until 31-01-2031,"Alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Built-in,Yes,Yes,Yes (€ 163.00 per month),Yes,Yes,Yes,no
