header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Akerstraat 79,6445 CM Brunssum        ,https://www.funda.nl/en/koop/brunssum/huis-42553421-akerstraat-79/?navigateSource=resultlist,20220129_030015,"€ 159,000 kosten koper","€ 2,092    The asking price per m² (€ 159,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1927,Gable roof covered with roof tiles,Living area76 m²Other space inside the building6 m²Exterior space attached to the building14 m²External storage space24 m²,76 m²,6 m²,14 m²,24 m²,144 m²,300 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,"2 stories, a/an attic and a basement",F        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler, in ownership)",144 m²,Full ownership,Back garden and front garden,84 m² (12 meter deep and 7 meter broad),Located at the northeast accessible via the rear,Detached brick garage,1 car,Public parking,no
