header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Side garden,Garden location,Type of parking facilities,error
Scheerderhof 14,5709 GM Helmond        ,https://www.funda.nl/en/koop/helmond/huis-88049217-scheerderhof-14/?navigateSource=resultlist,20220129_093105,"€ 325,000 kosten koper","€ 2,355    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, corner house (kwadrant wonings)",Resale property,1983,Gable roof covered with asphalt roofing and roof tiles,Living area138 m²Exterior space attached to the building21 m²,138 m²,21 m²,153 m²,482 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories and a loft,"Air conditioning, outdoor awning and skylight",C        What does this mean?,Double glazing and completely insulated,District heating,153 m²,Full ownership,Alongside a quiet road and in residential district,Side garden,"40 m² (6,32 meter deep and 6,37 meter broad)",Located at the south accessible via the rear,Public parking,no
