header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hogeweg 22 2,2042 GH Zandvoort        ,https://www.funda.nl/en/koop/zandvoort/appartement-42689862-hogeweg-22-2/?navigateSource=resultlist,20220128_012900,"€ 339,000 kosten koper","€ 4,843    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,€ 175.00 per month,Galleried apartment,Resale property,1987,Flat roof,Living area70 m²Exterior space attached to the building8 m²External storage space4 m²,70 m²,8 m²,4 m²,180 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Elevator,Not available,CH boiler,CH boiler,Part of parcel,Full ownership,In residential district and unobstructed surrounding view,Storage box,Yes,Yes,Yes (€ 175.00 per month),Yes,Yes,Yes,no
