header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kadoelerbos 74,2715 SB Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-42656173-kadoelerbos-74/?navigateSource=resultlist,20220129_201725,"€ 235,000 kosten koper","€ 2,327    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Galleried apartment (apartment),Resale property,1972,Living area101 m²Exterior space attached to the building14 m²External storage space6 m²,101 m²,14 m²,6 m²,349 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,6th floor,E        What does this mean?,Full ownership,Built-in,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
