header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of garage,error
Grensstraat 4,4645 BS Putte        ,https://www.funda.nl/en/koop/putte/huis-88047955-grensstraat-4/?navigateSource=resultlist,20220128_071116,"€ 269,000 kosten koper","€ 1,611    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available immediately,"Single-family home, detached residential property",Resale property,1920,Combination roof,Living area167 m²Other space inside the building57 m²,167 m²,57 m²,285 m²,667 m³,7 rooms (3 bedrooms),2 separate toilets,"2 stories, a/an attic and a basement",Not available,No insulation,CH boiler,CH boiler,285 m²,Full ownership,In wooded surroundings and in center,Surrounded by garden,Parking place,no
