header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Paramaribostraat 140 II,1058 VP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42689055-paramaribostraat-140-ii/?navigateSource=resultlist,20220130_235323,"€ 895,000 kosten koper","€ 6,348    The asking price per m² (€ 895,000) is calculated by dividing the asking price of the home by the living area (141 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,€ 182.00 per month,Upstairs apartment (apartment),Resale property,1906-1930,Living area141 m²Exterior space attached to the building19 m²,141 m²,19 m²,460 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,2nd floor,Not available,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in residential district,Balcony present,No,Yes,Yes (€ 182.00 per month),Yes,No,Yes,no
