header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Industriekade 10 A,4815 HD Breda        ,https://www.funda.nl/en/koop/breda/appartement-88900298-industriekade-10-a/?navigateSource=resultlist,20220130_151923,"€ 440,000 kosten koper","€ 3,465    The asking price per m² (€ 440,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under option,Available in consultation,Maisonnette (double upstairs apartment),Resale property,1948,Gable roof covered with asphalt roofing and roof tiles,Energie Prestatie Advies,Living area127 m²Other space inside the building11 m²,127 m²,11 m²,482 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,4 stories,2nd floor,Skylight and TV via cable,F        What does this mean?,Mostly double glazed,CH boiler and gas heater,CH boiler,Remeha Calenta 40L (gas-fired combination boiler from 2016),Full ownership,French balcony present,Resident's parking permits,Yes,No,No,No,No,Yes,no
