header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Patio/atrium,Garden location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Bouwnummer (Bouwnr. 11),3541 BE Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-41460946-bouwnummer-bouwnr-11/?navigateSource=resultlist,20220131_155631,"€ 915,000 vrij op naam","€ 3,894    The asking price per m² (€ 915,000) is calculated by dividing the asking price of the home by the living area (235 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house (split-level residence)",New property,2021,Flat roof,Woningborg garantiecertificaat,Living area235 m²,235 m²,941 m³,7 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,2 showers and toilet,5 stories,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Geothermal heating,"Alongside a quiet road, in center and in residential district",Patio/atrium,"9.999 m² (99,99 meter deep and 99,99 meter broad)",Located at the south,Roof terrace present,Built-in,Underground parking and parking place,Parking garage,no
