header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,error
Bouwnummer (Bouwnr. 101),3076 PT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42478564-bouwnummer-bouwnr-101/?navigateSource=resultlist,20220126_165225,"€ 480,000 vrij op naam","€ 4,000    The asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,Living area120 m²,120 m²,312 m³,5 rooms (4 bedrooms),2 stories and a attic,Solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat recovery unit,In residential district,no
