header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Frans Halsstraat 87 A,1072 BP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42695721-frans-halsstraat-87-a/?navigateSource=resultlist,20220130_223649,"€ 500,000 kosten koper","€ 8,772    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,€ 166.00 per month,Ground-floor apartment (apartment),Resale property,1884,Living area57 m²,57 m²,203 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,"Mechanical ventilation, passive ventilation system and TV via cable",G        What does this mean?,Double glazing,CH boiler,CH boiler,"Onbekend (gas-fired from 2012, in ownership)",Full ownership,Alongside a quiet road and in residential district,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 166.00 per month),Yes,Yes,Yes,no
