header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Torenven 12,1027 AM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42683949-torenven-12/?navigateSource=resultlist,20220130_210415,"€ 750,000 kosten koper","€ 6,881    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1964,Gable roof covered with asphalt roofing and roof tiles,Living area109 m²Other space inside the building15 m²,109 m²,15 m²,200 m²,414 m³,5 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,TV via cable,E        What does this mean?,Double glazing and partly double glazed,CH boiler,CH boiler,"Nefit Topline (gas-fired combination boiler from 2011, in ownership)",200 m²,Municipal long-term lease (end date of long-term lease:  15-10-2037),€ 88 per year,In residential district and rural,Back garden and front garden,"43 m² (5,29 meter deep and 8,05 meter broad)",Located at the south,Attached wooden storage,Parking on private property,no
