header_title,header_subtitle,ad_link,ad_download_date_time,error
Lindenlaan 58 a,9695 GT Bellingwolde        ,https://www.funda.nl/en/koop/bellingwolde/bouwgrond-88808888-lindenlaan-58-a/?navigateSource=resultlist,20220130_143649,yes
