header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bergstraat 9 c,3035 TA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88805053-bergstraat-9-c/?navigateSource=resultlist,20220126_005353,"€ 349,000 kosten koper","€ 3,674    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 375,000 kosten koper",4 months,Available,Available immediately,€ 120.12 per month,Galleried apartment (apartment),Resale property,1971,Living area95 m²Other space inside the building4 m²Exterior space attached to the building6 m²External storage space20 m²,95 m²,4 m²,6 m²,20 m²,235 m³,4 rooms (3 bedrooms),1 story,1st floor,E        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2000, in ownership)",Full ownership,Built-in,Public parking and resident's parking permits,Yes,Yes,Yes (€ 120.12 per month),Yes,Yes,Yes,no
